 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
 0.0000132, 1.3120974, 1.8080372, 2.2619681, 2.5317987, 3.1262437, 3.2930682, 3.6225126, 3.7730097, 3.8437357, 4.5595065, 4.6230501, 4.7224875, 5.0372209, 5.1829814
 0.0000121, 1.3120974, 1.4312937, 1.5405520, 1.7473970, 2.6017120, 2.8179429, 3.3158708, 3.7080186, 3.9491125, 3.9836304, 4.3850087, 4.5957159, 5.1306815, 5.4830284
 0.0000121, 1.4312937, 1.5709870, 1.8178284, 2.1724874, 2.5317987, 2.7143691, 2.9301349, 3.4550115, 4.0548241, 4.1353350, 4.4354364, 4.7348490, 5.0388882, 5.3736311
 0.0000153, 1.5709870, 1.5999048, 2.0854020, 2.6136759, 2.8136989, 2.8179429, 3.4438202, 3.6833950, 3.7730097, 4.3168730, 4.5144653, 4.7322294, 4.7391768, 5.0137915
 0.0000108, 1.5999048, 2.1272056, 2.4243349, 2.6337420, 2.9301349, 3.4303505, 3.5183227, 3.9058432, 3.9491125, 4.5014316, 4.7224875, 4.7239913, 4.8027392, 4.8771395
 0.0000143, 2.0506101, 2.1272056, 2.7849779, 3.1324102, 3.4438202, 3.5273074, 3.8501682, 4.2159930, 4.4354364, 4.6163186, 4.7160039, 4.9984600, 5.0936130, 5.1306815
 0.0000108, 2.0506101, 2.5027978, 2.9738353, 3.5435720, 3.9058432, 4.0867956, 4.5086799, 4.7554185, 4.8145089, 5.0137915, 5.1865686, 5.2156878, 5.2981497, 5.4993275
 0.0000132, 2.5027978, 2.5899994, 3.0741662, 3.5912249, 3.6125062, 4.2159930, 4.4035663, 4.5052402, 4.5867400, 4.7821746, 4.8369412, 4.8823866, 4.8887423, 4.9068524
 0.0000132, 2.1792887, 2.5899994, 2.8875421, 3.2033262, 3.2806391, 4.0124686, 4.1160550, 4.3361031, 4.5814401, 4.6157782, 4.8145089, 5.0277937, 5.0311925, 5.5415253
 0.0000121, 2.1792887, 2.2348160, 2.3600623, 3.2024367, 3.7760826, 4.2788196, 4.4102384, 4.4780578, 4.5052402, 4.6087741, 5.4866649, 5.9404451, 5.9695471, 6.0347730
 0.0000132, 2.2348160, 2.3707808, 2.5338900, 2.8165758, 4.1160550, 4.1372102, 4.5898916, 4.6885827, 4.7603882, 4.9614823, 5.3339867, 6.0120881, 6.1003457, 6.2461526
 0.0000143, 2.3010859, 2.5071292, 2.5338900, 2.8107826, 4.2630391, 4.3517584, 4.6087741, 4.6283574, 4.6659949, 4.8000729, 5.3402068, 6.0791531, 6.1496837, 6.1573785
 0.0000143, 1.8784554, 2.1397901, 2.5071292, 2.7628249, 3.9581419, 4.0702828, 4.1109972, 4.2151866, 4.4943634, 4.7603882, 5.2238300, 5.5061692, 5.7106839, 5.9175166
 0.0000121, 1.6801482, 2.1397901, 2.1518129, 2.7587125, 2.7628972, 3.5033411, 3.9351625, 3.9779391, 4.3517584, 4.3751569, 4.6150297, 4.9734201, 5.1171578, 5.1361270
 0.0000143, 1.6736479, 2.0063151, 2.1518129, 2.6155283, 2.7155286, 3.2361703, 3.6717985, 3.7968267, 3.8742226, 4.0702828, 4.2292660, 4.3228454, 4.4539646, 4.5971296
 0.0000143, 1.8263091, 1.8410322, 2.0063151, 2.5534298, 2.7678512, 3.0986949, 3.4350127, 3.5486058, 3.6138209, 3.6491247, 3.9779391, 3.9828771, 4.1543823, 4.2142165
 0.0000132, 1.6838348, 1.8263091, 1.8936201, 2.3350794, 2.3918180, 3.0898373, 3.1501901, 3.3792904, 3.4609677, 3.6717985, 3.6988512, 3.8569680, 4.0107105, 4.1240386
 0.0000121, 1.6838348, 1.7284384, 2.0241794, 2.3679740, 2.3837363, 2.7764726, 3.0986949, 3.2283267, 3.2418352, 3.2620238, 3.8905525, 4.0132535, 4.0620674, 4.1918251
 0.0000143, 1.4858327, 2.0241794, 2.4403063, 2.6560483, 2.6564257, 2.7981234, 3.3223939, 3.3792904, 3.5545170, 3.6984319, 3.8046144, 4.2003687, 4.2057097, 4.2142165
 0.0000132, 1.4211265, 2.4041419, 2.4403063, 2.5851698, 2.7855346, 2.8133434, 3.2397070, 3.5792607, 3.9036021, 4.1780862, 4.1964023, 4.3011395, 4.3652614, 4.4165475
 0.0000132, 1.5964954, 2.1027843, 2.4041419, 2.5926631, 2.7137975, 2.7829126, 3.2605522, 3.4067723, 3.6858100, 3.8846108, 4.0304842, 4.1985708, 4.2828847, 4.4297406
 0.0000143, 1.7098544, 1.8032456, 2.1027843, 2.3239406, 2.6803163, 3.0062934, 3.2874614, 3.4456059, 3.4511011, 3.4719593, 3.9889593, 4.2254581, 4.2355279, 4.3011395
