,lat,lng
1362,13.625,117.625
1363,13.625,117.875
1364,13.625,118.125
1365,13.625,118.375
1366,13.625,118.625
1367,13.625,118.875
1368,13.625,119.125
1369,13.625,119.375
1370,13.625,119.625
1371,13.625,119.875
1372,13.625,120.125
1373,13.625,120.375
1374,13.625,120.625
1375,13.625,120.875
1376,13.625,121.125
1377,13.625,121.375
1378,13.625,121.625
1379,13.625,121.875
1380,13.625,122.125
1381,13.625,122.375
1382,13.625,122.625
1383,13.625,122.875
1384,13.625,123.125
1385,13.625,123.375
1386,13.625,123.625
1387,13.625,123.875
1388,13.625,124.125
1389,13.625,124.375
1390,13.625,124.625
1391,13.625,124.875
1392,13.625,125.125
1393,13.625,125.375
1394,13.625,125.625
1395,13.625,125.875
1396,13.625,126.125
1397,13.625,126.375
1398,13.625,126.625
1399,13.625,126.875
1400,13.875,117.125
1401,13.875,117.375
1402,13.875,117.625
1403,13.875,117.875
1404,13.875,118.125
1405,13.875,118.375
1406,13.875,118.625
1407,13.875,118.875
1408,13.875,119.125
1409,13.875,119.375
1410,13.875,119.625
1411,13.875,119.875
1412,13.875,120.125
1413,13.875,120.375
1414,13.875,120.625
1415,13.875,120.875
1416,13.875,121.125
1417,13.875,121.375
1418,13.875,121.625
1419,13.875,121.875
1420,13.875,122.125
1421,13.875,122.375
1422,13.875,122.625
1423,13.875,122.875
1424,13.875,123.125
1425,13.875,123.375
1426,13.875,123.625
1427,13.875,123.875
1428,13.875,124.125
1429,13.875,124.375
1430,13.875,124.625
1431,13.875,124.875
1432,13.875,125.125
1433,13.875,125.375
1434,13.875,125.625
1435,13.875,125.875
1436,13.875,126.125
1437,13.875,126.375
1438,13.875,126.625
1439,13.875,126.875
1440,14.125,117.125
1441,14.125,117.375
1442,14.125,117.625
1443,14.125,117.875
1444,14.125,118.125
1445,14.125,118.375
1446,14.125,118.625
1447,14.125,118.875
1448,14.125,119.125
1449,14.125,119.375
1450,14.125,119.625
1451,14.125,119.875
1452,14.125,120.125
1453,14.125,120.375
1454,14.125,120.625
1455,14.125,120.875
1456,14.125,121.125
1457,14.125,121.375
1458,14.125,121.625
1459,14.125,121.875
1460,14.125,122.125
1461,14.125,122.375
1462,14.125,122.625
1463,14.125,122.875
1464,14.125,123.125
1465,14.125,123.375
1466,14.125,123.625
1467,14.125,123.875
1468,14.125,124.125
1469,14.125,124.375
1470,14.125,124.625
1471,14.125,124.875
1472,14.125,125.125
1473,14.125,125.375
1474,14.125,125.625
1475,14.125,125.875
1476,14.125,126.125
1477,14.125,126.375
1478,14.125,126.625
1479,14.125,126.875
1480,14.375,117.125
1481,14.375,117.375
1482,14.375,117.625
1483,14.375,117.875
1484,14.375,118.125
1485,14.375,118.375
1486,14.375,118.625
1487,14.375,118.875
1488,14.375,119.125
1489,14.375,119.375
1490,14.375,119.625
1491,14.375,119.875
1492,14.375,120.125
1493,14.375,120.375
1494,14.375,120.625
1495,14.375,120.875
1496,14.375,121.125
1497,14.375,121.375
1498,14.375,121.625
1499,14.375,121.875
1500,14.375,122.125
1501,14.375,122.375
1502,14.375,122.625
1503,14.375,122.875
1504,14.375,123.125
1505,14.375,123.375
1506,14.375,123.625
1507,14.375,123.875
1508,14.375,124.125
1509,14.375,124.375
1510,14.375,124.625
1511,14.375,124.875
1512,14.375,125.125
1513,14.375,125.375
1514,14.375,125.625
1515,14.375,125.875
1516,14.375,126.125
1517,14.375,126.375
1518,14.375,126.625
1519,14.375,126.875
1520,14.625,117.125
1521,14.625,117.375
1522,14.625,117.625
1523,14.625,117.875
1524,14.625,118.125
1525,14.625,118.375
1526,14.625,118.625
1527,14.625,118.875
1528,14.625,119.125
1529,14.625,119.375
1530,14.625,119.625
1531,14.625,119.875
1532,14.625,120.125
1533,14.625,120.375
1534,14.625,120.625
1535,14.625,120.875
1536,14.625,121.125
1537,14.625,121.375
1538,14.625,121.625
1539,14.625,121.875
1540,14.625,122.125
1541,14.625,122.375
1542,14.625,122.625
1543,14.625,122.875
1544,14.625,123.125
1545,14.625,123.375
1546,14.625,123.625
1547,14.625,123.875
1548,14.625,124.125
1549,14.625,124.375
1550,14.625,124.625
1551,14.625,124.875
1552,14.625,125.125
1553,14.625,125.375
1554,14.625,125.625
1555,14.625,125.875
1556,14.625,126.125
1557,14.625,126.375
1558,14.625,126.625
1559,14.625,126.875
1560,14.875,117.125
1561,14.875,117.375
1562,14.875,117.625
1563,14.875,117.875
1564,14.875,118.125
1565,14.875,118.375
1566,14.875,118.625
1567,14.875,118.875
1568,14.875,119.125
1569,14.875,119.375
1570,14.875,119.625
1571,14.875,119.875
1572,14.875,120.125
1573,14.875,120.375
1574,14.875,120.625
1575,14.875,120.875
1576,14.875,121.125
1577,14.875,121.375
1578,14.875,121.625
1579,14.875,121.875
1580,14.875,122.125
1581,14.875,122.375
1582,14.875,122.625
1583,14.875,122.875
1584,14.875,123.125
1585,14.875,123.375
1586,14.875,123.625
1587,14.875,123.875
1588,14.875,124.125
1589,14.875,124.375
1590,14.875,124.625
1591,14.875,124.875
1592,14.875,125.125
1593,14.875,125.375
1594,14.875,125.625
1595,14.875,125.875
1596,14.875,126.125
1597,14.875,126.375
1598,14.875,126.625
1599,14.875,126.875
1600,15.125,117.125
1601,15.125,117.375
1602,15.125,117.625
1603,15.125,117.875
1604,15.125,118.125
1605,15.125,118.375
1606,15.125,118.625
1607,15.125,118.875
1608,15.125,119.125
1609,15.125,119.375
1610,15.125,119.625
1611,15.125,119.875
1612,15.125,120.125
1613,15.125,120.375
1614,15.125,120.625
1615,15.125,120.875
1616,15.125,121.125
1617,15.125,121.375
1618,15.125,121.625
1619,15.125,121.875
1620,15.125,122.125
1621,15.125,122.375
1622,15.125,122.625
1623,15.125,122.875
1624,15.125,123.125
1625,15.125,123.375
1626,15.125,123.625
1627,15.125,123.875
1628,15.125,124.125
1629,15.125,124.375
1630,15.125,124.625
1631,15.125,124.875
1632,15.125,125.125
1633,15.125,125.375
1634,15.125,125.625
1635,15.125,125.875
1636,15.125,126.125
1637,15.125,126.375
1638,15.125,126.625
1639,15.125,126.875
1640,15.375,117.125
1641,15.375,117.375
1642,15.375,117.625
1643,15.375,117.875
1644,15.375,118.125
1645,15.375,118.375
1646,15.375,118.625
1647,15.375,118.875
1648,15.375,119.125
1649,15.375,119.375
1650,15.375,119.625
1651,15.375,119.875
1652,15.375,120.125
1653,15.375,120.375
1654,15.375,120.625
1655,15.375,120.875
1656,15.375,121.125
1657,15.375,121.375
1658,15.375,121.625
1659,15.375,121.875
1660,15.375,122.125
1661,15.375,122.375
1662,15.375,122.625
1663,15.375,122.875
1664,15.375,123.125
1665,15.375,123.375
1666,15.375,123.625
1667,15.375,123.875
1668,15.375,124.125
1669,15.375,124.375
1670,15.375,124.625
1671,15.375,124.875
1672,15.375,125.125
1673,15.375,125.375
1674,15.375,125.625
1675,15.375,125.875
1676,15.375,126.125
1677,15.375,126.375
1678,15.375,126.625
1679,15.375,126.875
1680,15.625,117.125
1681,15.625,117.375
1682,15.625,117.625
1683,15.625,117.875
1684,15.625,118.125
1685,15.625,118.375
1686,15.625,118.625
1687,15.625,118.875
1688,15.625,119.125
1689,15.625,119.375
1690,15.625,119.625
1691,15.625,119.875
1692,15.625,120.125
1693,15.625,120.375
1694,15.625,120.625
1695,15.625,120.875
1696,15.625,121.125
1697,15.625,121.375
1698,15.625,121.625
1699,15.625,121.875
1700,15.625,122.125
1701,15.625,122.375
1702,15.625,122.625
1703,15.625,122.875
1704,15.625,123.125
1705,15.625,123.375
1706,15.625,123.625
1707,15.625,123.875
1708,15.625,124.125
1709,15.625,124.375
1710,15.625,124.625
1711,15.625,124.875
1712,15.625,125.125
1713,15.625,125.375
1714,15.625,125.625
1715,15.625,125.875
1716,15.625,126.125
1717,15.625,126.375
1718,15.625,126.625
1719,15.625,126.875
1720,15.875,117.125
1721,15.875,117.375
1722,15.875,117.625
1723,15.875,117.875
1724,15.875,118.125
1725,15.875,118.375
1726,15.875,118.625
1727,15.875,118.875
1728,15.875,119.125
1729,15.875,119.375
1730,15.875,119.625
1731,15.875,119.875
1732,15.875,120.125
1733,15.875,120.375
1734,15.875,120.625
1735,15.875,120.875
1736,15.875,121.125
1737,15.875,121.375
1738,15.875,121.625
1739,15.875,121.875
1740,15.875,122.125
1741,15.875,122.375
1742,15.875,122.625
1743,15.875,122.875
1744,15.875,123.125
1745,15.875,123.375
1746,15.875,123.625
1747,15.875,123.875
1748,15.875,124.125
1749,15.875,124.375
1750,15.875,124.625
1751,15.875,124.875
1752,15.875,125.125
1753,15.875,125.375
1754,15.875,125.625
1755,15.875,125.875
1756,15.875,126.125
1757,15.875,126.375
1758,15.875,126.625
1759,15.875,126.875
1760,16.125,117.125
1761,16.125,117.375
1762,16.125,117.625
1763,16.125,117.875
1764,16.125,118.125
1765,16.125,118.375
1766,16.125,118.625
1767,16.125,118.875
1768,16.125,119.125
1769,16.125,119.375
1770,16.125,119.625
1771,16.125,119.875
1772,16.125,120.125
1773,16.125,120.375
1774,16.125,120.625
1775,16.125,120.875
1776,16.125,121.125
1777,16.125,121.375
1778,16.125,121.625
1779,16.125,121.875
1780,16.125,122.125
1781,16.125,122.375
1782,16.125,122.625
1783,16.125,122.875
1784,16.125,123.125
1785,16.125,123.375
1786,16.125,123.625
1787,16.125,123.875
1788,16.125,124.125
1789,16.125,124.375
1790,16.125,124.625
1791,16.125,124.875
1792,16.125,125.125
1793,16.125,125.375
1794,16.125,125.625
1795,16.125,125.875
1796,16.125,126.125
1797,16.125,126.375
1798,16.125,126.625
1799,16.125,126.875
1800,16.375,117.125
1801,16.375,117.375
1802,16.375,117.625
1803,16.375,117.875
1804,16.375,118.125
1805,16.375,118.375
1806,16.375,118.625
1807,16.375,118.875
1808,16.375,119.125
1809,16.375,119.375
1810,16.375,119.625
1811,16.375,119.875
1812,16.375,120.125
1813,16.375,120.375
1814,16.375,120.625
1815,16.375,120.875
1816,16.375,121.125
1817,16.375,121.375
1818,16.375,121.625
1819,16.375,121.875
1820,16.375,122.125
1821,16.375,122.375
1822,16.375,122.625
1823,16.375,122.875
1824,16.375,123.125
1825,16.375,123.375
1826,16.375,123.625
1827,16.375,123.875
1828,16.375,124.125
1829,16.375,124.375
1830,16.375,124.625
1831,16.375,124.875
1832,16.375,125.125
1833,16.375,125.375
1834,16.375,125.625
1835,16.375,125.875
1836,16.375,126.125
1837,16.375,126.375
1838,16.375,126.625
1839,16.375,126.875
1840,16.625,117.125
1841,16.625,117.375
1842,16.625,117.625
1843,16.625,117.875
1844,16.625,118.125
1845,16.625,118.375
1846,16.625,118.625
1847,16.625,118.875
1848,16.625,119.125
1849,16.625,119.375
1850,16.625,119.625
1851,16.625,119.875
1852,16.625,120.125
1853,16.625,120.375
1854,16.625,120.625
1855,16.625,120.875
1856,16.625,121.125
1857,16.625,121.375
1858,16.625,121.625
1859,16.625,121.875
1860,16.625,122.125
1861,16.625,122.375
1862,16.625,122.625
1863,16.625,122.875
1864,16.625,123.125
1865,16.625,123.375
1866,16.625,123.625
1867,16.625,123.875
1868,16.625,124.125
1869,16.625,124.375
1870,16.625,124.625
1871,16.625,124.875
1872,16.625,125.125
1873,16.625,125.375
1874,16.625,125.625
1875,16.625,125.875
1876,16.625,126.125
1877,16.625,126.375
1878,16.625,126.625
1879,16.625,126.875
1880,16.875,117.125
1881,16.875,117.375
1882,16.875,117.625
1883,16.875,117.875
1884,16.875,118.125
1885,16.875,118.375
1886,16.875,118.625
1887,16.875,118.875
1888,16.875,119.125
1889,16.875,119.375
1890,16.875,119.625
1891,16.875,119.875
1892,16.875,120.125
1893,16.875,120.375
1894,16.875,120.625
1895,16.875,120.875
1896,16.875,121.125
1897,16.875,121.375
1898,16.875,121.625
1899,16.875,121.875
1900,16.875,122.125
1901,16.875,122.375
1902,16.875,122.625
1903,16.875,122.875
1904,16.875,123.125
1905,16.875,123.375
1906,16.875,123.625
1907,16.875,123.875
1908,16.875,124.125
1909,16.875,124.375
1910,16.875,124.625
1911,16.875,124.875
1912,16.875,125.125
1913,16.875,125.375
1914,16.875,125.625
1915,16.875,125.875
1916,16.875,126.125
1917,16.875,126.375
1918,16.875,126.625
1919,16.875,126.875
1920,17.125,117.125
1921,17.125,117.375
1922,17.125,117.625
1923,17.125,117.875
1924,17.125,118.125
1925,17.125,118.375
1926,17.125,118.625
1927,17.125,118.875
1928,17.125,119.125
1929,17.125,119.375
1930,17.125,119.625
1931,17.125,119.875
1932,17.125,120.125
1933,17.125,120.375
1934,17.125,120.625
1935,17.125,120.875
1936,17.125,121.125
1937,17.125,121.375
1938,17.125,121.625
1939,17.125,121.875
1940,17.125,122.125
1941,17.125,122.375
1942,17.125,122.625
1943,17.125,122.875
1944,17.125,123.125
1945,17.125,123.375
1946,17.125,123.625
1947,17.125,123.875
1948,17.125,124.125
1949,17.125,124.375
1950,17.125,124.625
1951,17.125,124.875
1952,17.125,125.125
1953,17.125,125.375
1954,17.125,125.625
1955,17.125,125.875
1956,17.125,126.125
1957,17.125,126.375
1958,17.125,126.625
1959,17.125,126.875
1960,17.375,117.125
1961,17.375,117.375
1962,17.375,117.625
1963,17.375,117.875
1964,17.375,118.125
1965,17.375,118.375
1966,17.375,118.625
1967,17.375,118.875
1968,17.375,119.125
1969,17.375,119.375
1970,17.375,119.625
1971,17.375,119.875
1972,17.375,120.125
1973,17.375,120.375
1974,17.375,120.625
1975,17.375,120.875
1976,17.375,121.125
1977,17.375,121.375
1978,17.375,121.625
1979,17.375,121.875
1980,17.375,122.125
1981,17.375,122.375
1982,17.375,122.625
1983,17.375,122.875
1984,17.375,123.125
1985,17.375,123.375
1986,17.375,123.625
1987,17.375,123.875
1988,17.375,124.125
1989,17.375,124.375
1990,17.375,124.625
1991,17.375,124.875
1992,17.375,125.125
1993,17.375,125.375
1994,17.375,125.625
1995,17.375,125.875
1996,17.375,126.125
1997,17.375,126.375
1998,17.375,126.625
1999,17.375,126.875
2000,17.625,117.125
2001,17.625,117.375
2002,17.625,117.625
2003,17.625,117.875
2004,17.625,118.125
2005,17.625,118.375
2006,17.625,118.625
2007,17.625,118.875
2008,17.625,119.125
2009,17.625,119.375
2010,17.625,119.625
2011,17.625,119.875
2012,17.625,120.125
2013,17.625,120.375
2014,17.625,120.625
2015,17.625,120.875
2016,17.625,121.125
2017,17.625,121.375
2018,17.625,121.625
2019,17.625,121.875
2020,17.625,122.125
2021,17.625,122.375
2022,17.625,122.625
2023,17.625,122.875
2024,17.625,123.125
2025,17.625,123.375
2026,17.625,123.625
2027,17.625,123.875
2028,17.625,124.125
2029,17.625,124.375
2030,17.625,124.625
2031,17.625,124.875
2032,17.625,125.125
2033,17.625,125.375
2034,17.625,125.625
2035,17.625,125.875
2036,17.625,126.125
2037,17.625,126.375
2038,17.625,126.625
2039,17.625,126.875
2040,17.875,117.125
2041,17.875,117.375
2042,17.875,117.625
2043,17.875,117.875
2044,17.875,118.125
2045,17.875,118.375
2046,17.875,118.625
2047,17.875,118.875
2048,17.875,119.125
2049,17.875,119.375
2050,17.875,119.625
2051,17.875,119.875
2052,17.875,120.125
2053,17.875,120.375
2054,17.875,120.625
2055,17.875,120.875
2056,17.875,121.125
2057,17.875,121.375
2058,17.875,121.625
2059,17.875,121.875
2060,17.875,122.125
2061,17.875,122.375
2062,17.875,122.625
2063,17.875,122.875
2064,17.875,123.125
2065,17.875,123.375
2066,17.875,123.625
2067,17.875,123.875
2068,17.875,124.125
2069,17.875,124.375
2070,17.875,124.625
2071,17.875,124.875
2072,17.875,125.125
2073,17.875,125.375
2074,17.875,125.625
2075,17.875,125.875
2076,17.875,126.125
2077,17.875,126.375
2078,17.875,126.625
2079,17.875,126.875
2080,18.125,117.125
2081,18.125,117.375
2082,18.125,117.625
2083,18.125,117.875
2084,18.125,118.125
2085,18.125,118.375
2086,18.125,118.625
2087,18.125,118.875
2088,18.125,119.125
2089,18.125,119.375
2090,18.125,119.625
2091,18.125,119.875
2092,18.125,120.125
2093,18.125,120.375
2094,18.125,120.625
2095,18.125,120.875
2096,18.125,121.125
2097,18.125,121.375
2098,18.125,121.625
2099,18.125,121.875
2100,18.125,122.125
2101,18.125,122.375
2102,18.125,122.625
2103,18.125,122.875
2104,18.125,123.125
2105,18.125,123.375
2106,18.125,123.625
2107,18.125,123.875
2108,18.125,124.125
2109,18.125,124.375
2110,18.125,124.625
2111,18.125,124.875
2112,18.125,125.125
2113,18.125,125.375
2114,18.125,125.625
2115,18.125,125.875
2116,18.125,126.125
2117,18.125,126.375
2118,18.125,126.625
2119,18.125,126.875
2120,18.375,117.125
2121,18.375,117.375
2122,18.375,117.625
2123,18.375,117.875
2124,18.375,118.125
2125,18.375,118.375
2126,18.375,118.625
2127,18.375,118.875
2128,18.375,119.125
2129,18.375,119.375
2130,18.375,119.625
2131,18.375,119.875
2132,18.375,120.125
2133,18.375,120.375
2134,18.375,120.625
2135,18.375,120.875
2136,18.375,121.125
2137,18.375,121.375
2138,18.375,121.625
2139,18.375,121.875
2140,18.375,122.125
2141,18.375,122.375
2142,18.375,122.625
2143,18.375,122.875
2144,18.375,123.125
2145,18.375,123.375
2146,18.375,123.625
2147,18.375,123.875
2148,18.375,124.125
2149,18.375,124.375
2150,18.375,124.625
2151,18.375,124.875
2152,18.375,125.125
2153,18.375,125.375
2154,18.375,125.625
2155,18.375,125.875
2156,18.375,126.125
2157,18.375,126.375
2158,18.375,126.625
2159,18.375,126.875
2160,18.625,117.125
2161,18.625,117.375
2162,18.625,117.625
2163,18.625,117.875
2164,18.625,118.125
2165,18.625,118.375
2166,18.625,118.625
2167,18.625,118.875
2168,18.625,119.125
2169,18.625,119.375
2170,18.625,119.625
2171,18.625,119.875
2172,18.625,120.125
2173,18.625,120.375
2174,18.625,120.625
2175,18.625,120.875
2176,18.625,121.125
2177,18.625,121.375
2178,18.625,121.625
2179,18.625,121.875
2180,18.625,122.125
2181,18.625,122.375
2182,18.625,122.625
2183,18.625,122.875
2184,18.625,123.125
2185,18.625,123.375
2186,18.625,123.625
2187,18.625,123.875
2188,18.625,124.125
2189,18.625,124.375
2190,18.625,124.625
2191,18.625,124.875
2192,18.625,125.125
2193,18.625,125.375
2194,18.625,125.625
2195,18.625,125.875
2196,18.625,126.125
2197,18.625,126.375
2198,18.625,126.625
2199,18.625,126.875
2200,18.875,117.125
2201,18.875,117.375
2202,18.875,117.625
2203,18.875,117.875
2204,18.875,118.125
2205,18.875,118.375
2206,18.875,118.625
2207,18.875,118.875
2208,18.875,119.125
2209,18.875,119.375
2210,18.875,119.625
2211,18.875,119.875
2212,18.875,120.125
2213,18.875,120.375
2214,18.875,120.625
2215,18.875,120.875
2216,18.875,121.125
2217,18.875,121.375
2218,18.875,121.625
2219,18.875,121.875
2220,18.875,122.125
2221,18.875,122.375
2222,18.875,122.625
2223,18.875,122.875
2224,18.875,123.125
2225,18.875,123.375
2226,18.875,123.625
2227,18.875,123.875
2228,18.875,124.125
2229,18.875,124.375
2230,18.875,124.625
2231,18.875,124.875
2232,18.875,125.125
2233,18.875,125.375
2234,18.875,125.625
2235,18.875,125.875
2236,18.875,126.125
2237,18.875,126.375
2238,18.875,126.625
2239,18.875,126.875
